2025/01/09 19:56:12.284, 28.25 W, 0 %, 5 MiB, 16384 MiB
2025/01/09 19:57:18.235, 34.10 W, 0 %, 293 MiB, 16384 MiB
2025/01/09 19:57:19.265, 34.10 W, 0 %, 293 MiB, 16384 MiB
2025/01/09 19:57:20.297, 34.10 W, 0 %, 293 MiB, 16384 MiB
2025/01/09 19:57:21.327, 34.10 W, 0 %, 293 MiB, 16384 MiB
2025/01/09 19:57:22.359, 34.11 W, 0 %, 317 MiB, 16384 MiB
2025/01/09 19:57:23.394, 34.10 W, 0 %, 293 MiB, 16384 MiB
2025/01/09 19:57:24.425, 34.10 W, 0 %, 293 MiB, 16384 MiB
2025/01/09 19:57:25.455, 34.10 W, 0 %, 293 MiB, 16384 MiB
2025/01/09 19:57:26.484, 34.10 W, 0 %, 293 MiB, 16384 MiB
2025/01/09 19:57:27.514, 34.11 W, 0 %, 293 MiB, 16384 MiB
2025/01/09 19:57:28.546, 34.11 W, 0 %, 293 MiB, 16384 MiB
2025/01/09 19:57:29.581, 34.10 W, 0 %, 293 MiB, 16384 MiB
2025/01/09 19:57:30.615, 34.10 W, 0 %, 293 MiB, 16384 MiB
2025/01/09 19:57:31.645, 34.10 W, 0 %, 293 MiB, 16384 MiB
2025/01/09 19:57:32.676, 34.11 W, 0 %, 293 MiB, 16384 MiB
2025/01/09 19:57:33.713, 34.11 W, 0 %, 293 MiB, 16384 MiB
2025/01/09 19:57:34.744, 34.10 W, 0 %, 293 MiB, 16384 MiB
2025/01/09 19:57:35.777, 34.10 W, 0 %, 293 MiB, 16384 MiB
2025/01/09 19:57:36.812, 34.10 W, 0 %, 293 MiB, 16384 MiB
2025/01/09 19:57:37.844, 34.10 W, 0 %, 293 MiB, 16384 MiB
2025/01/09 19:57:38.874, 36.78 W, 10 %, 331 MiB, 16384 MiB
2025/01/09 19:57:39.906, 34.10 W, 0 %, 293 MiB, 16384 MiB
2025/01/09 19:57:40.935, 34.10 W, 0 %, 293 MiB, 16384 MiB
2025/01/09 19:57:41.965, 34.10 W, 0 %, 293 MiB, 16384 MiB
2025/01/09 19:57:42.997, 34.35 W, 0 %, 293 MiB, 16384 MiB
2025/01/09 19:57:44.030, 34.10 W, 0 %, 293 MiB, 16384 MiB
2025/01/09 19:57:45.064, 34.10 W, 0 %, 293 MiB, 16384 MiB
2025/01/09 19:57:46.098, 34.10 W, 0 %, 293 MiB, 16384 MiB
2025/01/09 19:57:47.128, 34.10 W, 0 %, 293 MiB, 16384 MiB
2025/01/09 19:57:48.158, 34.11 W, 0 %, 293 MiB, 16384 MiB
2025/01/09 19:57:49.187, 34.10 W, 0 %, 293 MiB, 16384 MiB
2025/01/09 19:57:50.219, 34.10 W, 0 %, 293 MiB, 16384 MiB
